sample	bin	completeness_checkm2	contamination_checkm2	genome_size	contig_n50	is_circular	n_contigs	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	bakta_16s_len	bakta_23s_len	bakta_5s_len	barrnap_16s	barrnap_23s	barrnap_5s	barrnap_16s_len	barrnap_23s_len	barrnap_5s_len	custom_trna_uniq	ssu_16s_len	ssu_23s_len	ssu_5s_len	operon	mimag	sample_barcode	classification	domain	phylum	class	order	family	genus	species	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	batch_id
NP-DON200000002MP	NP-DON200000002MP.bin.2.188	59.74	4.44	2362620	32932	FALSE	99	37	17	2	2	1	1515	2677	117	2	2	1	1513	2675	111	17	1515	2677	117	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp900539695	GCA_025758045.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	97.62	0.846	GCA_025758045.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900539695	97.62	0.846	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 90.05, 0.649; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 88.99, 0.577; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 87.94, 0.559; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 83.28, 0.227; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 82.8, 0.196; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 82.61, 0.18; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 82.51, 0.193; GCA_934529095.1, s__Gemmiger sp934529095, 95.18, 81.97, 0.151; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 81.89, 0.181; GCF_963931595.1, s__Gemmiger sp944388215, 95.0, 81.3, 0.155	44.02	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.189	84.8	4	4476627	146297	FALSE	55	53	21	2	2	3	1529	2880	111	2	2	3	1525	2870	106	20	1529	2880	111	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caccae	GCF_002222615.2	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	99.23	0.825	GCF_002222615.2	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	99.23	0.825	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 90.32, 0.44; GCF_012113595.1, s__Bacteroides faecium, 95.0, 83.84, 0.331; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 83.45, 0.319; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 83.26, 0.318; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 82.94, 0.271; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 82.71, 0.241; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 82.68, 0.267; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 82.49, 0.241; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 82.43, 0.272; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 82.42, 0.191; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 82.31, 0.284; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 82.31, 0.209; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 82.29, 0.244; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 82.21, 0.17; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 82.16, 0.229; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 82.07, 0.198; GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 81.91, 0.233; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 81.64, 0.151; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 81.56, 0.225; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 81.18, 0.176; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.83, 81.17, 0.177; GCA_030295565.1, s__Bacteroides finegoldii, 95.0, 81.01, 0.166; GCF_900547205.1, s__Bacteroides sp900547205, 95.0, 80.97, 0.175; GCF_900106755.1, s__Bacteroides faecis, 95.0, 80.95, 0.184; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 80.94, 0.197; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 80.7, 0.182	75.48	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.193	79.09	5.44	2486520	147870	FALSE	29	36	16	2	2	3	1532	2898	117	2	2	3	1530	2894	110	17	1532	2898	117	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp000432135	GCA_000432135.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	98.09	0.639	N/A	NA	N/A	NA	NA	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 98.09, 0.639; GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 91.33, 0.41; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 89.69, 0.503; GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 89.6, 0.448; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 89.49, 0.502; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 88.95, 0.456; GCA_002404795.1, s__CAG-170 sp002404795, 95.0, 84.91, 0.274; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 83.35, 0.221; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 83.1, 0.243; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 81.71, 0.187	61.89	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.200	81.48	1.9	2808232	76977	FALSE	66	45	20	2	2	2	1519	2884	118	2	2	0	1515	2880	0	20	1519	2884	118	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__Coprococcus_A intestinihominis	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.03	0.819	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.03	0.819	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019734885.1, s__Coprococcus_A catus, 95.0, 90.91, 0.56	66.06	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.212	83.94	2.55	2499741	156868	FALSE	31	51	21	3	3	3	1532	2843	118	3	3	3	1530	2839	110	22	1532	2843	118	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia gabavorous	GCF_003425665.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.73	0.911	GCF_003425665.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	98.73	0.911	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019115225.1, s__Evtepia faecigallinarum, 95.0, 83.37, 0.23; GCA_019115545.1, s__Evtepia faecavium, 95.0, 83.35, 0.258; GCA_019118615.1, s__Evtepia excrementipullorum, 95.0, 83.29, 0.212; GCA_004554585.1, s__Evtepia sp004554585, 95.0, 82.36, 0.268; GCA_934597725.1, s__Evtepia sp934597725, 95.0, 82.33, 0.234; GCA_022764045.1, s__Evtepia sp022764045, 95.0, 82.23, 0.224; GCA_016296565.1, s__Evtepia sp016296565, 95.0, 81.94, 0.152; GCA_004551945.1, s__Evtepia sp004551945, 95.0, 81.01, 0.178; GCA_004556345.1, s__Evtepia sp004556345, 95.0, 80.75, 0.162	63.76	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.214	76.42	3.03	2296032	116980	FALSE	42	24	15	1	1	1	1536	2888	118	1	1	0	1532	2884	0	15	1536	2888	118	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp000434275	GCA_902363675.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	98.94	0.868	GCA_902363675.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275	98.94	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900550545.1, s__Agathobacter sp900550545, 95.0, 94.15, 0.7; GCA_900552085.1, s__Agathobacter sp900552085, 95.0, 91.45, 0.556	54.39	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.23	76.27	4.71	2039434	70089	FALSE	44	56	21	2	2	2	1511	2840	117	2	2	2	1509	2836	112	22	1511	2840	117	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.84	0.875	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	97.84	0.875	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 96.37, 0.778; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 91.57, 0.733; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 86.94, 0.415; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.31, 0.364; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.21, 0.301; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 85.19, 0.202; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 85.12, 0.362; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 84.71, 0.2; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.59, 0.368; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.37, 0.196; GCA_963648915.1, s__Faecalibacterium sp963648915, 95.0, 84.2, 0.165; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.09, 0.305; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.9, 0.284; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 83.85, 0.301; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 83.82, 0.302; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.73, 0.233; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 83.73, 0.19; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 83.68, 0.279; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.67, 0.171; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 83.57, 0.261; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 83.53, 0.262; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.33, 0.235; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.21, 0.271; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.17, 0.24; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 83.16, 0.255; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.16, 0.24; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 83.1, 0.281; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 83.06, 0.166; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.01, 0.229; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.0, 0.235; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 82.97, 0.227; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 82.96, 0.267; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 82.96, 0.162; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.91, 0.156; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 82.82, 0.228; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.82, 0.21; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 82.67, 0.231; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.65, 0.227; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 82.57, 0.215; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.52, 0.252; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 82.49, 0.24; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.47, 0.188; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.41, 0.216; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.4, 0.188; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.29, 0.186; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.26, 0.212; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.25, 0.19; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.23, 0.174; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.19, 0.216; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.16, 0.174; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.08, 0.191; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 82.07, 0.171; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.51, 0.174; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 80.68, 0.164; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 80.3, 0.197	59.51	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.25	74.59	3.06	2705743	152388	FALSE	37	52	21	3	3	3	1534	2881	118	3	3	3	1531	2877	96	21	1534	2881	118	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hominisplanchenecus	s__Hominisplanchenecus faecis	GCF_020687205.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	97.81	0.82	GCF_020687205.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	97.81	0.82	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551235.1, s__Hominisplanchenecus sp900551235, 95.0, 87.92, 0.407; GCA_905214675.1, s__Hominisplanchenecus sp905214675, 95.0, 87.34, 0.346	66.62	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.33	63.76	2.8	1390048	89004	FALSE	24	31	16	6	6	6	1532	2891	118	6	6	6	1529	2881	98	15	1532	2891	118	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A faecis	GCF_020554845.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98.22	0.865	GCF_020554845.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98.22	0.865	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 88.14, 0.493; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 86.88, 0.368; GCA_963651655.1, s__Blautia_A sp963651655, 95.0, 85.78, 0.155; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 84.73, 0.274; GCF_025566865.1, s__Blautia_A acetigignens, 95.0, 84.54, 0.274; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 84.5, 0.2; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 84.45, 0.26; GCA_029101305.1, s__Blautia_A sp029101305, 95.0, 83.99, 0.284; GCA_934358405.1, s__Blautia_A sp934358405, 95.0, 83.77, 0.158; GCA_934394595.1, s__Blautia_A sp934394595, 95.0, 83.5, 0.165; GCA_934364795.1, s__Blautia_A sp934364795, 95.0, 82.86, 0.199	58.68	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.34	84.3	3.06	2273115	109275	FALSE	27	70	20	5	5	5	1513	2840	117	5	5	5	1511	2836	111	20	1513	2840	117	1	MQ	NP-DON200000002MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium taiwanense	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.1	0.88	GCF_036632915.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	98.1	0.88	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 92.71, 0.732; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 91.27, 0.61; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 90.54, 0.585; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 88.29, 0.53; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 87.95, 0.566; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.65, 0.462; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 87.22, 0.524; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.22, 0.509; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 87.14, 0.501; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 86.93, 0.459; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 86.73, 0.444; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 86.66, 0.458; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.6, 0.345; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 86.26, 0.315; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 86.22, 0.362; GCA_963654645.1, s__Faecalibacterium sp963654645, 95.0, 86.19, 0.325; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 86.15, 0.396; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 86.11, 0.413; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 86.07, 0.331; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 85.87, 0.372; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 85.84, 0.399; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 85.77, 0.347; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 85.74, 0.41; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 85.74, 0.387; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 85.74, 0.372; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 85.72, 0.387; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 85.66, 0.396; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 85.65, 0.432; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 85.61, 0.199; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 85.59, 0.348; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 85.57, 0.391; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 85.52, 0.416; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.44, 0.35; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.35, 0.408; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 85.09, 0.37; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.51, 0.287; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.45, 0.162; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.23, 0.22; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.13, 0.283; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.09, 0.268; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 83.81, 0.29; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 83.76, 0.269; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 83.75, 0.281; GCF_020687245.1, s__Faecalibacterium longum, 95.36, 83.5, 0.269; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 83.45, 0.317; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 83.36, 0.309; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.21, 0.229; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 82.75, 0.258; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 82.59, 0.202; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 81.69, 0.187; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 81.58, 0.197; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 81.02, 0.161	74.9	11	N/A	N/A	batch_redo
NP-DON200000002MP	NP-DON200000002MP.bin.2.40	60.72	1.84	3438674	15041	FALSE	309	36	18	0	0	0	0	0	0	1	0	0	421	0	0	18	421	0	0	0	MQ	NP-DON200000002MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas virosa	GCF_025148635.1	95.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	98.58	0.865	GCF_025148635.1	95.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	98.58	0.865	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020743075.1, s__Butyricimonas virosa_A, 95.62, 95.13, 0.69; GCA_019423345.1, s__Butyricimonas sp019423345, 95.0, 94.94, 0.594; GCF_032878955.1, s__Butyricimonas paravirosa, 95.0, 91.51, 0.634; GCF_033096445.1, s__Butyricimonas faecihominis, 95.05, 91.33, 0.611; GCA_019117165.1, s__Butyricimonas faecavium, 95.0, 88.03, 0.442; GCF_003991565.1, s__Butyricimonas faecalis, 95.0, 87.62, 0.437; GCA_900761485.1, s__Butyricimonas sp900761485, 95.0, 83.23, 0.234; GCF_003479425.1, s__Butyricimonas sp003479425, 95.0, 82.71, 0.203	61.68	11	N/A	N/A	batch_redo
