sample bin completeness_checkm2 contamination_checkm2 bakta_trna_all bakta_trna_uniq bakta_16s bakta_23s bakta_5s barrnap_16s barrnap_23s barrnap_5s custom_trna_uniq operon mimag
NP-RASK00000081MP NP-RASK00000081MP.bin.2.75 64.22 3.23 32 15 0 0 0 0 0 0 15 0 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.8 88.66 3.64 41 19 1 1 2 1 1 2 19 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.82 66.64 3.87 37 21 0 0 1 0 0 1 21 0 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.83 63.05 0.09 31 18 3 3 3 3 3 3 18 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.87 76.51 4.13 40 17 3 3 3 3 3 3 18 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.94 83.65 1.16 36 19 1 1 1 1 1 1 19 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.2.96 79.64 3.43 50 20 2 2 2 2 3 1 21 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.3.112 50.94 4.64 37 16 2 1 2 2 1 2 17 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.3.16 88.31 0 52 22 6 6 6 6 6 6 21 1 MQ
NP-RASK00000081MP NP-RASK00000081MP.bin.3.17 95.17 5.13 34 19 2 2 2 2 2 2 20 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.1 99.98 0.27 66 21 6 6 4 6 6 4 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.10 100 0.96 60 22 5 3 3 5 3 3 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.11 95.22 0.35 57 21 1 0 1 1 1 1 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.2 99.93 1.03 64 21 5 2 4 5 2 4 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.20 100 0.08 88 21 6 7 9 6 7 9 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.25 98.8 0.36 59 21 6 6 6 6 6 6 18 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.26 91.24 0.4 77 22 3 3 4 3 3 4 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.27 99.99 0.79 64 21 7 7 7 7 7 7 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.28 97.89 1.87 60 21 6 6 6 6 6 6 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.29 97.5 2.91 66 21 7 6 6 7 6 6 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.30 93.42 1.19 54 20 3 3 3 3 3 0 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.4 93.52 0 53 20 5 3 5 5 3 5 20 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.5 99.83 1.61 48 20 5 2 5 5 2 5 19 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.1.6 94.93 0.01 59 21 6 6 3 6 6 3 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.112 79.74 0.26 34 20 1 0 1 1 0 1 18 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.117 81.59 4 62 21 3 4 3 3 5 3 22 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.124 67.36 0.4 31 16 4 4 4 4 4 4 15 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.126 74.65 2.98 40 19 0 0 0 0 0 0 18 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.131 85.63 4.35 25 14 0 0 0 1 0 0 14 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.132 79.2 3.54 26 17 0 0 0 0 0 0 17 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.133 81.92 1.86 39 17 1 0 0 1 0 0 17 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.15 91.2 3.23 66 21 6 5 2 6 5 2 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.16 90.47 0.38 64 21 5 5 3 5 5 3 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.22 93.57 0.33 60 21 3 3 4 3 3 4 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.26 84.29 1.99 50 20 4 2 4 4 2 3 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.4 73.76 6.39 22 14 1 0 1 1 0 0 14 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.51 78.29 0.42 55 20 3 3 3 3 3 3 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.54 91.25 0.29 60 21 5 3 4 5 3 4 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.57 93.68 1.52 59 21 5 5 5 5 5 5 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.59 99.96 0.75 52 21 5 4 5 5 4 0 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.63 98.6 3.17 57 22 3 5 5 3 5 4 21 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.69 90.29 7.75 59 22 3 3 3 3 3 3 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.71 85.83 4.48 68 20 1 3 3 1 3 3 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.72 85.05 6.07 34 17 0 0 0 0 0 0 17 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.79 59.49 6.78 29 15 0 0 0 0 0 0 15 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.84 61.2 4.85 18 11 0 0 0 0 0 0 11 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.85 72.01 9.22 45 19 1 1 1 1 1 1 19 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.89 66.68 3.11 41 19 1 0 1 1 0 1 19 0 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.2.95 58.68 2.12 23 13 1 1 2 1 1 2 13 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.3.13 52.41 5.09 33 15 2 1 2 2 1 2 14 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.3.25 98.6 2.02 57 20 1 2 1 1 2 0 20 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.3.34 72.72 5.81 42 21 2 2 1 2 2 1 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.3.4 84 6.39 47 21 5 5 5 5 5 5 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.3.5 79.73 1.35 44 21 2 1 2 2 1 2 21 1 MQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.c.1 99.95 0.42 55 21 5 5 6 5 5 1 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.c.2 99.93 0.13 53 21 3 3 3 3 3 0 22 1 HQ
NP-ASYM00000012MP NP-ASYM00000012MP.bin.c.3 99.97 0.41 61 21 4 4 4 4 4 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.10 99.81 0.77 56 22 4 4 4 4 4 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.11 99.98 1.48 66 21 3 3 3 3 3 0 21 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.12 99.6 0.68 61 21 2 5 4 3 5 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.13 99.94 0.83 67 21 7 7 8 7 7 8 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.14 100 0.32 58 19 4 2 2 4 2 2 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.15 99.97 0.13 48 21 0 0 0 3 0 0 22 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.1.16 92.56 0.17 59 21 7 7 7 7 7 7 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.17 98.95 0.9 45 21 2 2 2 2 2 2 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.18 93.68 1.35 39 19 1 1 1 1 1 0 19 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.2 100 3.71 52 21 4 4 1 4 4 1 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.20 99.74 0.48 33 17 2 2 2 2 2 0 17 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.1.21 91.58 3.72 55 21 1 1 1 5 1 0 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.28 98.36 1.4 61 21 8 8 8 8 8 0 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.3 100 0.33 79 21 6 7 7 6 7 7 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.32 99.52 2.17 78 21 6 4 3 6 4 3 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.33 99.97 0.07 53 20 1 1 1 1 1 0 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.34 99.99 0.25 51 21 4 4 4 4 4 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.36 99.92 2.09 62 22 8 5 5 8 5 5 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.37 97.9 0.71 48 21 4 2 2 5 2 2 21 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.39 98.49 1.14 49 20 1 1 1 1 1 1 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.4 99.99 0.32 53 21 3 3 3 3 3 3 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.42 99.92 0.18 72 21 6 7 5 6 7 5 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.43 92.17 0.57 50 22 0 0 0 0 0 0 21 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.1.44 93.58 0.21 41 20 1 2 1 1 2 1 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.5 99.86 1.21 66 21 7 7 7 7 7 7 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.6 99.85 0.03 61 21 4 6 4 4 6 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.7 99.99 0.84 55 21 2 2 2 2 2 2 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.8 99.93 0.82 55 21 4 4 4 4 4 0 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.1.9 99.99 1.97 70 21 9 9 9 9 9 8 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.2.13 60.37 0.07 20 14 1 1 1 1 1 0 14 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.18 88.47 4.26 48 17 2 0 0 2 0 0 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.21 79.72 5.2 54 19 0 0 4 0 0 4 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.24 82.52 5.49 40 16 0 0 0 0 0 0 16 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.25 62.93 4.63 38 19 0 0 0 0 0 0 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.26 91.92 3.57 55 21 1 2 5 1 2 5 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.2.29 62.09 2.44 44 19 3 2 2 3 2 1 19 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.3 67.52 6.45 27 15 0 0 0 0 0 0 14 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.31 70.92 3.92 41 16 0 0 0 3 0 0 16 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.33 82.07 5.18 44 17 0 0 2 0 0 2 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.36 83.96 2.59 45 17 0 0 0 0 0 0 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.40 82.49 5.73 38 17 0 0 0 0 0 0 17 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.41 85.33 5.67 33 18 0 0 0 0 0 0 18 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.42 82.16 0.9 29 16 0 0 0 0 1 0 16 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.43 79.65 8.34 48 21 0 0 0 0 0 0 21 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.45 69.26 3.57 51 18 0 0 0 0 0 0 19 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.46 92.11 5.04 47 19 2 3 4 2 3 1 20 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.5 83.16 1.44 36 18 1 0 0 1 0 0 18 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.50 76.61 2.56 49 21 0 0 0 0 0 0 20 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.54 76.23 2.46 45 21 0 0 0 0 0 0 20 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.60 86.17 5.17 42 20 2 1 2 2 2 0 21 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.61 94.57 8.91 39 21 2 2 2 2 2 0 22 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.62 79.75 1.14 48 18 2 2 2 2 2 2 17 1 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.63 99.98 1.44 50 22 1 1 2 1 1 2 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.2.64 85.16 2.91 51 21 0 0 0 0 0 0 21 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.2.8 99.01 3.8 45 19 4 1 1 4 1 0 20 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.3.20 61.21 4.13 44 16 1 0 0 1 0 0 16 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.3.9 53.94 2.06 21 16 0 0 0 0 0 0 16 0 MQ
NP-DON300000003MP NP-DON300000003MP.bin.c.1 99.79 0.75 59 22 4 4 4 4 4 4 21 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.c.2 99.97 0.19 53 21 4 4 4 4 4 4 22 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.s.1 97.77 1.81 48 22 1 1 1 1 1 1 21 1 HQ
NP-DON300000003MP NP-DON300000003MP.bin.s.2 99.58 0.31 65 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.1 99.98 0.33 60 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.115 90.13 0.85 30 15 1 1 1 1 1 1 15 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.12 99.62 1.04 52 20 4 4 5 4 4 5 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.120 92.03 1.74 49 20 3 3 2 3 3 2 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.123 92.51 4.29 20 15 1 1 1 1 1 1 16 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.124 95.55 3.6 47 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.129 91.45 0.8 55 22 6 5 5 6 5 5 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.130 99.99 0.83 47 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.133 99.85 0.94 57 21 5 5 5 5 5 5 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.16 99.98 1.4 69 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.19 99.88 0.5 54 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.22 99.48 1.27 47 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.24 99.99 0.2 70 21 7 7 7 7 7 7 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.25 95.93 3.63 48 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.26 98.87 0.29 56 21 5 5 3 5 5 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.28 100 0.31 54 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.30 91.77 0 56 21 4 4 3 4 4 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.31 99.79 0.42 53 21 4 4 4 4 4 4 19 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.32 100 2.5 69 21 6 6 6 6 6 6 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.33 99.48 2.58 52 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.35 95.97 1.73 51 22 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.36 100 0.57 58 21 4 4 3 4 4 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.37 99.43 0.4 43 22 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.38 100 0.09 47 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.40 96.76 0.19 56 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.41 99.97 0.37 50 21 4 4 4 4 4 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.42 97.86 0.77 50 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.43 94.93 0.45 61 21 5 5 5 5 5 5 19 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.44 97.65 0.71 45 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.45 94.77 0.55 58 21 7 7 7 7 7 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.48 90.3 2.43 52 19 4 4 5 4 4 5 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.49 98.88 1.87 54 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.5 100 4.46 55 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.50 99.98 0.51 53 21 4 4 4 4 4 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.52 99.75 0.25 59 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.53 98.56 0.47 48 21 2 2 3 2 2 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.55 90.09 2.54 49 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.56 99.75 2.11 58 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.58 99.13 0.67 75 21 5 5 7 5 5 7 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.6 99.99 0.06 50 21 3 3 3 3 3 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.60 93.51 3.18 44 21 3 3 2 3 3 2 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.62 99.48 4.49 55 22 6 6 6 6 6 6 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.63 97.38 0.1 51 21 2 2 2 2 2 2 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.64 99.96 3.44 52 21 4 4 4 4 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.65 95.06 1.76 35 21 2 2 2 2 2 2 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.67 92.96 0.28 61 20 3 3 3 3 3 3 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.69 96.62 2.02 47 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.70 95.86 0.96 50 20 2 2 2 2 2 2 20 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.71 95.49 0.44 62 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.72 90.55 0.08 45 21 1 1 2 1 1 2 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.73 91.74 2.86 32 18 1 1 1 1 1 1 18 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.77 95.22 1.47 52 22 5 5 5 5 5 5 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.81 91.94 0.87 64 21 6 5 4 6 5 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.82 94.31 0.02 44 21 1 1 1 1 1 1 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.89 99.73 2.24 68 22 7 7 7 7 7 7 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.91 99.5 0.88 50 21 3 3 4 3 3 3 18 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.94 93.17 3.5 32 20 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.1.99 100 0.45 53 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.103 66.71 1.73 44 20 1 0 0 1 0 0 20 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.109 76.08 1.45 53 20 5 5 5 5 5 5 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.110 82.97 5.43 62 21 7 4 4 7 4 4 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.111 86.61 1.48 41 19 2 2 2 2 2 2 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.117 52.33 0.09 47 20 1 2 2 1 2 2 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.118 69.87 3.86 33 21 1 1 1 1 1 0 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.121 98.45 0.03 59 21 5 5 5 5 5 0 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.125 76.8 6.86 45 18 3 3 3 3 3 3 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.126 95.82 8.29 56 22 3 3 3 3 3 3 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.128 65.49 2.48 41 21 1 1 1 1 1 1 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.131 86.71 4.84 49 21 3 3 3 3 3 3 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.132 84.58 6.28 50 21 4 4 1 4 4 1 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.134 83.41 1.85 62 20 4 4 4 4 4 4 18 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.137 89.29 4.58 56 20 7 7 7 7 7 7 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.14 64.41 6.44 34 14 0 1 1 0 1 1 14 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.140 88.23 4.63 63 21 5 2 2 5 2 2 20 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.141 97.67 2.87 70 21 5 5 5 5 5 5 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.142 90.48 0.52 64 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.144 85.89 5.62 43 19 1 1 1 1 1 1 18 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.145 98.07 2.79 46 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.147 89.68 1.86 61 21 7 7 7 7 7 1 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.148 80.82 2.13 55 21 4 4 4 4 4 0 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.15 57.68 4.74 50 17 1 1 1 1 1 0 16 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.150 99.88 7.56 55 21 5 5 3 5 5 3 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.158 76 0.82 50 18 5 6 5 5 6 5 16 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.16 90.85 0.77 52 21 5 5 6 5 5 6 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.160 90.53 2.06 56 20 3 3 1 3 3 1 18 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.161 88.12 4.14 34 21 2 2 2 2 2 2 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.163 82.54 3.61 44 20 0 1 2 0 1 2 20 0 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.166 91.77 3.72 51 21 6 4 4 6 4 4 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.167 80.75 0.67 59 21 1 1 1 1 1 1 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.171 96.6 3.13 16 12 1 1 5 1 1 5 11 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.173 90.09 4.92 61 21 3 3 3 3 3 3 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.174 94.73 4.66 59 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.175 95.32 6.52 65 21 5 5 5 5 5 5 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.178 94.86 2.58 71 21 8 8 8 8 8 8 22 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.183 94.48 0.94 60 21 3 3 3 3 3 3 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.185 91.56 2.74 45 21 4 4 4 4 4 1 19 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.188 99.96 4.95 56 21 4 4 4 4 4 4 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.195 83.41 1.32 62 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.198 83.09 1.58 52 21 5 5 5 5 5 0 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.20 71.67 5.91 48 20 1 1 1 1 1 1 21 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.203 95.96 2.41 61 22 9 9 9 9 9 9 21 1 HQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.204 72.97 1.69 43 19 2 1 1 2 1 1 19 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.206 86.94 4.95 58 21 3 3 3 3 3 3 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.207 86.34 3.27 57 21 3 5 3 3 5 3 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.213 84.81 0.81 60 21 6 6 6 6 6 6 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.216 84.98 8.65 66 21 2 2 2 2 2 2 22 1 MQ
NP-RASK00000001MP NP-RASK00000001MP.bin.2.218 91.83 1.61 56 21 6 6 7 6 6 7 19 1 HQ
