run_accession	study_accession	sample_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sample_alias	sample_title
ERR15682102	PRJEB98069	SAMEA120295190	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15682102/ERR15682102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15682102/ERR15682102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15682102/PaOp00000019MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15682102/PaOp00000019MP_R2_NonHuman_Combined.fastq.gz	PaOp00000019MP_HP	PaOp00000019MP
ERR15681844	PRJEB98069	SAMEA120295271	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15681844/ERR15681844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/044/ERR15681844/ERR15681844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681844/PaPr00000063MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681844/PaPr00000063MP_R2_NonHuman_Combined.fastq.gz	PaPr00000063MP_HP	PaPr00000063MP
ERR15688545	PRJEB98069	SAMEA120295161	408170	human gut metagenome	DoSc00000017MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15688545/DoSc00000017MP_R10.4.1_5kHz_NBD114.24.tar.gz	DoSc00000017MP_HP	DoSc00000017MP
ERR15688547	PRJEB98069	SAMEA120295634	408170	human gut metagenome	DoBa00000084MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15688547/DoBa00000084MP_R10.4.1_5kHz_NBD114.24.tar.gz	DoBa00000084MP_HP	DoBa00000084MP
ERR15681845	PRJEB98069	SAMEA120295514	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15681845/ERR15681845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15681845/ERR15681845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681845/RASK00000018MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681845/RASK00000018MP_R2_NonHuman_Combined.fastq.gz	RASK00000018MP_HP	RASK00000018MP
ERR15688551	PRJEB98069	SAMEA120295654	408170	human gut metagenome	PaPr00000098MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15688551/PaPr00000098MP_R10.4.1_5kHz_NBD114.24.tar.gz	PaPr00000098MP_HP	PaPr00000098MP
ERR15681848	PRJEB98069	SAMEA120295392	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681848/ERR15681848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681848/ERR15681848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681848/PaOp00000056MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681848/PaOp00000056MP_R2_NonHuman_Combined.fastq.gz	PaOp00000056MP_HP	PaOp00000056MP
ERR15688552	PRJEB98069	SAMEA120295260	408170	human gut metagenome	PaOp00000024MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15688552/PaOp00000024MP_R10.4.1_5kHz_NBD114.24.tar.gz	PaOp00000024MP_HP	PaOp00000024MP
ERR15688560	PRJEB98069	SAMEA120295646	408170	human gut metagenome	PaPr00000035MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15688560/PaPr00000035MP_R10.4.1_5kHz_NBD114.24.tar.gz	PaPr00000035MP_HP	PaPr00000035MP
ERR15681851	PRJEB98069	SAMEA120295439	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681851/ERR15681851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681851/ERR15681851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681851/PaPr00000265MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681851/PaPr00000265MP_R2_NonHuman_Combined.fastq.gz	PaPr00000265MP_HP	PaPr00000265MP
ERR15694018	PRJEB98069	SAMEA120295175	408170	human gut metagenome	DON300000002MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694018/DON300000002MP_R10.4.1_5kHz_NBD114.24.tar.gz	DON300000002MP_HP	DON300000002MP
ERR15681854	PRJEB98069	SAMEA120295434	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681854/ERR15681854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681854/ERR15681854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681854/PaOp00000067MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681854/PaOp00000067MP_R2_NonHuman_Combined.fastq.gz	PaOp00000067MP_HP	PaOp00000067MP
ERR15694226	PRJEB98069	SAMEA120295093	408170	human gut metagenome	ASYM00000023MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694226/ASYM00000023MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000023MP_HP	ASYM00000023MP
ERR15681855	PRJEB98069	SAMEA120295597	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681855/ERR15681855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681855/ERR15681855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681855/UCPr00000002MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681855/UCPr00000002MP_R2_NonHuman_Combined.fastq.gz	UCPr00000002MP_HP	UCPr00000002MP
ERR15694227	PRJEB98069	SAMEA120295089	408170	human gut metagenome	ASYM00000019MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694227/ASYM00000019MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000019MP_HP	ASYM00000019MP
ERR15694233	PRJEB98069	SAMEA120295114	408170	human gut metagenome	ASYM00000044MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694233/ASYM00000044MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000044MP_HP	ASYM00000044MP
ERR15681939	PRJEB98069	SAMEA120295113	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15681939/ERR15681939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/039/ERR15681939/ERR15681939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681939/ASYM00000043MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681939/ASYM00000043MP_R2_NonHuman_Combined.fastq.gz	ASYM00000043MP_HP	ASYM00000043MP
ERR15694234	PRJEB98069	SAMEA120295498	408170	human gut metagenome	RASK00000002MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694234/RASK00000002MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000002MP_HP	RASK00000002MP
ERR15681940	PRJEB98069	SAMEA120295086	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15681940/ERR15681940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15681940/ERR15681940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681940/ASYM00000016MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681940/ASYM00000016MP_R2_NonHuman_Combined.fastq.gz	ASYM00000016MP_HP	ASYM00000016MP
ERR15694235	PRJEB98069	SAMEA120295124	408170	human gut metagenome	DoSc00000003MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694235/DoSc00000003MP_R10.4.1_5kHz_NBD114.24.tar.gz	DoSc00000003MP_HP	DoSc00000003MP
ERR15681941	PRJEB98069	SAMEA120295353	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15681941/ERR15681941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15681941/ERR15681941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681941/PaPr00000140MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681941/PaPr00000140MP_R2_NonHuman_Combined.fastq.gz	PaPr00000140MP_HP	PaPr00000140MP
ERR15694240	PRJEB98069	SAMEA120295084	408170	human gut metagenome	ASYM00000014MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15694240/ASYM00000014MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000014MP_HP	ASYM00000014MP
ERR15681942	PRJEB98069	SAMEA120295525	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681942/ERR15681942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681942/ERR15681942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681942/RASK00000030MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681942/RASK00000030MP_R2_NonHuman_Combined.fastq.gz	RASK00000030MP_HP	RASK00000030MP
ERR15738644	PRJEB98069	SAMEA120295108	408170	human gut metagenome	ASYM00000038MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15738644/ASYM00000038MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000038MP_HP	ASYM00000038MP
ERR15681945	PRJEB98069	SAMEA120295187	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15681945/ERR15681945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/045/ERR15681945/ERR15681945_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681945/PaOp00000017MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681945/PaOp00000017MP_R2_NonHuman_Combined.fastq.gz	PaOp00000017MP_HP	PaOp00000017MP
ERR15741334	PRJEB98069	SAMEA120295541	408170	human gut metagenome	RASK00000046MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15741334/RASK00000046MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000046MP_HP	RASK00000046MP
ERR15681946	PRJEB98069	SAMEA120295343	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681946/ERR15681946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681946/ERR15681946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681946/PaPr00000129MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681946/PaPr00000129MP_R2_NonHuman_Combined.fastq.gz	PaPr00000129MP_HP	PaPr00000129MP
ERR15741338	PRJEB98069	SAMEA120295580	408170	human gut metagenome	RASK00000086MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15741338/RASK00000086MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000086MP_HP	RASK00000086MP
ERR15681948	PRJEB98069	SAMEA120295488	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681948/ERR15681948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681948/ERR15681948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681948/PAOP00000083MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681948/PAOP00000083MP_R2_NonHuman_Combined.fastq.gz	PAOP00000083MP_HP	PAOP00000083MP
ERR15741339	PRJEB98069	SAMEA120295174	408170	human gut metagenome	DON200000005MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15741339/DON200000005MP_R10.4.1_5kHz_NBD114.24.tar.gz	DON200000005MP_HP	DON200000005MP
ERR15741340	PRJEB98069	SAMEA120295548	408170	human gut metagenome	RASK00000053MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15741340/RASK00000053MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000053MP_HP	RASK00000053MP
ERR15681950	PRJEB98069	SAMEA120295107	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15681950/ERR15681950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/050/ERR15681950/ERR15681950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681950/ASYM00000037MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681950/ASYM00000037MP_R2_NonHuman_Combined.fastq.gz	ASYM00000037MP_HP	ASYM00000037MP
ERR15757793	PRJEB98069	SAMEA120295176	408170	human gut metagenome	DON300000003MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757793/DON300000003MP_R10.4.1_5kHz_NBD114.24.tar.gz	DON300000003MP_HP	DON300000003MP
ERR15681951	PRJEB98069	SAMEA120295083	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681951/ERR15681951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681951/ERR15681951_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681951/ASYM00000013MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681951/ASYM00000013MP_R2_NonHuman_Combined.fastq.gz	ASYM00000013MP_HP	ASYM00000013MP
ERR15757795	PRJEB98069	SAMEA120295589	408170	human gut metagenome	RASK00000095MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757795/RASK00000095MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000095MP_HP	RASK00000095MP
ERR15681952	PRJEB98069	SAMEA120295544	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15681952/ERR15681952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/052/ERR15681952/ERR15681952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681952/RASK00000049MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681952/RASK00000049MP_R2_NonHuman_Combined.fastq.gz	RASK00000049MP_HP	RASK00000049MP
ERR15757796	PRJEB98069	SAMEA120295533	408170	human gut metagenome	RASK00000038MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757796/RASK00000038MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000038MP_HP	RASK00000038MP
ERR15757797	PRJEB98069	SAMEA120295079	408170	human gut metagenome	ASYM00000009MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757797/ASYM00000009MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000009MP_HP	ASYM00000009MP
ERR15681956	PRJEB98069	SAMEA120295364	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/056/ERR15681956/ERR15681956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/056/ERR15681956/ERR15681956_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681956/PaPr00000157MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681956/PaPr00000157MP_R2_NonHuman_Combined.fastq.gz	PaPr00000157MP_HP	PaPr00000157MP
ERR15757798	PRJEB98069	SAMEA120295574	408170	human gut metagenome	RASK00000079MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757798/RASK00000079MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000079MP_HP	RASK00000079MP
ERR15681957	PRJEB98069	SAMEA120295082	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15681957/ERR15681957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/057/ERR15681957/ERR15681957_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681957/ASYM00000012MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681957/ASYM00000012MP_R2_NonHuman_Combined.fastq.gz	ASYM00000012MP_HP	ASYM00000012MP
ERR15757800	PRJEB98069	SAMEA120295086	408170	human gut metagenome	ASYM00000016MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15757800/ASYM00000016MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000016MP_HP	ASYM00000016MP
ERR15681959	PRJEB98069	SAMEA120295563	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15681959/ERR15681959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15681959/ERR15681959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681959/RASK00000068MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681959/RASK00000068MP_R2_NonHuman_Combined.fastq.gz	RASK00000068MP_HP	RASK00000068MP
ERR15766702	PRJEB98069	SAMEA120295096	408170	human gut metagenome	ASYM00000026MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15766702/ASYM00000026MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000026MP_HP	ASYM00000026MP
ERR15681961	PRJEB98069	SAMEA120295171	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15681961/ERR15681961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/061/ERR15681961/ERR15681961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681961/DON200000001MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681961/DON200000001MP_R2_NonHuman_Combined.fastq.gz	DON200000001MP_HP	DON200000001MP
ERR15766706	PRJEB98069	SAMEA120295112	408170	human gut metagenome	ASYM00000042MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15766706/ASYM00000042MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000042MP_HP	ASYM00000042MP
ERR15766707	PRJEB98069	SAMEA120295592	408170	human gut metagenome	RASK00000098MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR157/ERR15766707/RASK00000098MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000098MP_HP	RASK00000098MP
ERR15681965	PRJEB98069	SAMEA120295133	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/065/ERR15681965/ERR15681965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/065/ERR15681965/ERR15681965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681965/DoBa00000025MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681965/DoBa00000025MP_R2_NonHuman_Combined.fastq.gz	DoBa00000025MP_HP	DoBa00000025MP
ERR15801849	PRJEB98069	SAMEA120295073	408170	human gut metagenome	ASYM00000002MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15801849/ASYM00000002MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000002MP_HP	ASYM00000002MP
ERR15681966	PRJEB98069	SAMEA120295150	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/066/ERR15681966/ERR15681966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/066/ERR15681966/ERR15681966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681966/DoBa00000058MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681966/DoBa00000058MP_R2_NonHuman_Combined.fastq.gz	DoBa00000058MP_HP	DoBa00000058MP
ERR15801851	PRJEB98069	SAMEA120295537	408170	human gut metagenome	RASK00000042MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15801851/RASK00000042MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000042MP_HP	RASK00000042MP
ERR15681970	PRJEB98069	SAMEA120295281	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/070/ERR15681970/ERR15681970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/070/ERR15681970/ERR15681970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681970/PaPr00000071MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681970/PaPr00000071MP_R2_NonHuman_Combined.fastq.gz	PaPr00000071MP_HP	PaPr00000071MP
ERR15801853	PRJEB98069	SAMEA120295525	408170	human gut metagenome	RASK00000030MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15801853/RASK00000030MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000030MP_HP	RASK00000030MP
ERR15801856	PRJEB98069	SAMEA120295553	408170	human gut metagenome	RASK00000058MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15801856/RASK00000058MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000058MP_HP	RASK00000058MP
ERR15681977	PRJEB98069	SAMEA120295451	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15681977/ERR15681977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/077/ERR15681977/ERR15681977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681977/PaOp00000062MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681977/PaOp00000062MP_R2_NonHuman_Combined.fastq.gz	PaOp00000062MP_HP	PaOp00000062MP
ERR15808786	PRJEB98069	SAMEA120295516	408170	human gut metagenome	RASK00000020MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15808786/RASK00000020MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000020MP_HP	RASK00000020MP
ERR15681982	PRJEB98069	SAMEA120295600	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15681982/ERR15681982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/082/ERR15681982/ERR15681982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681982/UCPr00000005MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681982/UCPr00000005MP_R2_NonHuman_Combined.fastq.gz	UCPr00000005MP_HP	UCPr00000005MP
ERR15816411	PRJEB98069	SAMEA120295518	408170	human gut metagenome	RASK00000022MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15816411/RASK00000022MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000022MP_HP	RASK00000022MP
ERR15681985	PRJEB98069	SAMEA120295618	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/085/ERR15681985/ERR15681985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/085/ERR15681985/ERR15681985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681985/UCPr00000023MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681985/UCPr00000023MP_R2_NonHuman_Combined.fastq.gz	UCPr00000023MP_HP	UCPr00000023MP
ERR15816414	PRJEB98069	SAMEA120295075	408170	human gut metagenome	ASYM00000005MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15816414/ASYM00000005MP_R10.4.1_5kHz_NBD114.24.tar.gz	ASYM00000005MP_HP	ASYM00000005MP
ERR15816415	PRJEB98069	SAMEA120295524	408170	human gut metagenome	RASK00000029MP_pod5_NBD24_5kHz_400bps		ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15816415/RASK00000029MP_R10.4.1_5kHz_NBD114.24.tar.gz	RASK00000029MP_HP	RASK00000029MP
ERR15681987	PRJEB98069	SAMEA120295076	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/087/ERR15681987/ERR15681987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/087/ERR15681987/ERR15681987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681987/ASYM00000006MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681987/ASYM00000006MP_R2_NonHuman_Combined.fastq.gz	ASYM00000006MP_HP	ASYM00000006MP
ERR15824648	PRJEB98069	SAMEA120295087	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/048/ERR15824648/ERR15824648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR15824648/2023-03-10_np_MP026_barcode04_NonHuman.fastq.gz	ASYM00000017MP_HP	ASYM00000017MP
